epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,4647.04,1.08036,0.56225,1.04077,0.84545,0.88558,0.93291,0.61049,1.31412,0.64178,1.19891,0.00116915,0.00116915,0.00116915
183,4671.65,1.07257,0.56972,1.03369,0.83997,0.88316,0.94452,0.61542,1.33129,0.63275,1.19346,0.0011664,0.0011664,0.0011664
184,4696.71,1.06222,0.55927,1.03227,0.84073,0.87237,0.93935,0.61487,1.33839,0.6436,1.20447,0.00116365,0.00116365,0.00116365
185,4721.26,1.07549,0.56412,1.03605,0.83248,0.90245,0.94054,0.61649,1.31654,0.63925,1.20121,0.0011609,0.0011609,0.0011609
186,4745.99,1.07429,0.55989,1.03572,0.86753,0.87071,0.93597,0.60898,1.3431,0.65414,1.22185,0.00115815,0.00115815,0.00115815
187,4770.64,1.05964,0.55877,1.02503,0.87002,0.84308,0.93258,0.6079,1.33677,0.66367,1.20656,0.0011554,0.0011554,0.0011554
188,4795.17,1.06383,0.55526,1.03591,0.88404,0.86378,0.94363,0.60575,1.36442,0.65412,1.2054,0.00115265,0.00115265,0.00115265
189,4819.93,1.07858,0.56715,1.03849,0.87588,0.84377,0.92979,0.59127,1.36596,0.6706,1.21805,0.0011499,0.0011499,0.0011499
190,4844.35,1.0631,0.55126,1.02859,0.85685,0.86732,0.93191,0.60318,1.35774,0.66391,1.22319,0.00114715,0.00114715,0.00114715
191,4869.36,1.06638,0.55714,1.02688,0.82374,0.87928,0.92678,0.61156,1.34148,0.67356,1.21121,0.0011444,0.0011444,0.0011444
192,4894.61,1.0662,0.55403,1.03337,0.82725,0.90828,0.94244,0.61757,1.33303,0.64436,1.20122,0.00114164,0.00114164,0.00114164
193,4919.23,1.06019,0.55506,1.02805,0.83043,0.89676,0.93123,0.60892,1.34876,0.66817,1.20481,0.00113889,0.00113889,0.00113889
194,4943.95,1.07274,0.55584,1.03804,0.827,0.89928,0.93101,0.59407,1.36188,0.6576,1.2184,0.00113614,0.00113614,0.00113614
195,4968.7,1.06508,0.55944,1.01958,0.84571,0.87185,0.92965,0.59643,1.36757,0.6641,1.21676,0.00113339,0.00113339,0.00113339
196,4993.46,1.04761,0.5477,1.02664,0.85896,0.88439,0.9393,0.62267,1.31109,0.64497,1.18254,0.00113064,0.00113064,0.00113064
197,5018.12,1.05779,0.55746,1.0285,0.84926,0.88064,0.92997,0.61181,1.33776,0.66388,1.19834,0.00112789,0.00112789,0.00112789
198,5042.79,1.04205,0.55227,1.0182,0.85718,0.87806,0.93026,0.60586,1.35831,0.65578,1.21604,0.00112514,0.00112514,0.00112514
199,5067.35,1.05206,0.55006,1.01645,0.86546,0.85416,0.93258,0.61272,1.3446,0.65296,1.20758,0.00112239,0.00112239,0.00112239
200,5092.23,1.03913,0.5464,1.02145,0.86499,0.88853,0.94299,0.61595,1.35588,0.64535,1.21166,0.00111964,0.00111964,0.00111964
201,5116.79,1.0529,0.5481,1.02783,0.83651,0.9008,0.93421,0.61697,1.33311,0.65626,1.19831,0.00111689,0.00111689,0.00111689
202,5141.43,1.05935,0.55968,1.027,0.86014,0.84547,0.92849,0.59696,1.37978,0.67887,1.21681,0.00111414,0.00111414,0.00111414
203,5166.2,1.04373,0.54888,1.02578,0.87912,0.83416,0.93638,0.59665,1.36885,0.65232,1.22877,0.00111139,0.00111139,0.00111139
204,5190.89,1.05054,0.5543,1.02279,0.87818,0.8547,0.93908,0.60133,1.36333,0.66301,1.21614,0.00110864,0.00110864,0.00110864
205,5215.48,1.04794,0.5491,1.03442,0.80458,0.92982,0.93369,0.60739,1.35632,0.66307,1.20149,0.00110589,0.00110589,0.00110589
206,5240.09,1.05398,0.55603,1.02675,0.82451,0.88076,0.92801,0.59505,1.37466,0.66307,1.22702,0.00110314,0.00110314,0.00110314
207,5264.63,1.0412,0.54259,1.01595,0.83937,0.87512,0.93178,0.60299,1.35472,0.66805,1.21133,0.00110039,0.00110039,0.00110039
208,5289.55,1.0497,0.54432,1.01996,0.86236,0.85961,0.93364,0.60794,1.35681,0.66799,1.20212,0.00109764,0.00109764,0.00109764
209,5314.1,1.04873,0.55004,1.02108,0.84905,0.86615,0.93639,0.61089,1.36493,0.67179,1.21185,0.00109489,0.00109489,0.00109489
210,5338.64,1.05562,0.54683,1.01777,0.8464,0.86512,0.92422,0.60168,1.35408,0.67377,1.21389,0.00109214,0.00109214,0.00109214
211,5363.25,1.03495,0.54035,1.02513,0.86462,0.85881,0.92978,0.60817,1.35145,0.66184,1.22382,0.00108938,0.00108938,0.00108938
212,5388.06,1.03343,0.53726,1.01536,0.86484,0.86785,0.93489,0.6109,1.35055,0.66068,1.21649,0.00108663,0.00108663,0.00108663
